address,seconds until unlock,distribution amount (BPTs)
0x5e926acf797e72d08e66e1f6b2cfc49200453c6d,82435102,842.086805871591000000
0x938898ccaf594980adfcf7235772b23b5a1e9826,83264092,834.370195592772000000
0xf652f5fe6a9bbd134ee069be313bdb7b37b33db7,82754380,817.966586839089000000
0xdf84b6941601d20e8b0a8fd787541709144e4c8e,83191765,811.681572821930000000
0xbf88345bb071db502391aa18fcd37ad91210d678,24766970,793.547357609934000000
0xd956e7142baa2533c7e54a1a2c9cd22e38273c24,86054557,790.549748074014000000
0xf61d6742eea5e1f29cb4b96cf7108f32424d562c,39784247,789.017645785757000000
0x2334ca11802c8fd6b0c11c041b1c19ffc90e7c93,20897795,784.137936139800000000
0x4b50ca44afc1e27f129b3060467a0284d80b618b,90043372,780.923477745642000000
0x1d2e5c0b1ad81544c147759aff4d064c9899571e,78268645,777.601729437472000000
0xf0754756e71aac7ad2b6497e7006f5e44d68d592,89132812,774.515850504618000000
0xbcb046ed6ff5f4ca01f2e03329399e10bfc8c58f,77146044,766.502221177698000000
0xcf0de3dea22ff2b1ec918c13fdc31f3874fc72e9,83123640,760.526584022847000000
0x72ddb9a137f969071853d11165539052a8936c78,51269444,758.004536236778000000
0x7e295c18fca9de63cf965cfcd3223909e1dba6af,91476712,755.946930382156000000
0x1dbf00bc3f40f551d79422a96367a6f58ae59412,105829500,751.950714551744000000
0x16c4dea391b7059203f4acec8ced70411d52bd17,82702663,747.998506104802000000
0x55c3d9b00eaeeca9c34b13817f0e94893b168625,85547116,732.606804495924000000
0xdaf93a6a56aec45f7b23aebd531177cc531133ef,86308168,723.185415439781000000
0x1ab3b23cee3fbbcc31c56f7e1a144961e7a7804a,84892316,718.743508571086000000
0x39e1c6a9517eb4709b4db48f49c7d8321da1af5a,85112494,713.991568542480000000
0x1819bc55d09e4a5abfc83d75e5991cc2c91b81ba,58060247,703.503375128342000000
0xb888f9f40f6007c06681306bba976f5e25691e1b,102020024,703.237733084736000000
0xaf37b91ebf3e91629462d5c6fb263acd025b12c1,82746515,702.310233464916000000
0xd3bf954fefc9c2203c45a4d5aa782c208b914664,37025305,700.110634146284000000
0x5cf5ec36d95568ce6db0c97c7811941338620664,49484754,696.657824995317000000
0x8f2e458791069494eaf3789a1ed8e0b69dbe8dbb,79721769,693.585485257373000000
0x6cb9dbf399775bb75c1b24e9928a5a14295f08d5,86641511,693.275869647913000000
0xc50c77dd954f6366e034da86e8f3fe9958cc6418,93622493,692.620589974860000000
0x53a385d47d3a011539ec377f53acb410f53ff97d,108520920,683.204701850647000000
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,97089016,679.070127005070000000
0x9174016cb020e73728bcf39d65fa153275a7a13b,102817675,675.955451469694000000
0xa31322446260f58338435bd519f3a00a0d158091,65963640,674.831866276343000000
0xb08e7985e84ffab8d0c85a56aca87819e4e35450,43004263,669.708539744009000000
0x5547e568705ed69440b499a2e0eb769c956fce01,87558357,666.322732536717000000
0x1f723a433984cd443e2d07dd2da157e24065bfc4,83519307,664.995867202342000000
0x3f945c994ecad81bb15e5cb8d9fb5aa7ec2fca70,56429080,663.521379463960000000
0x36cad6beb417dfc9e7feafb7b777437526184108,33915369,659.146769085836000000
0x9428b02560e91608bd9780a916d5eb89eb9a4b6d,82958008,656.021937693179000000
0x2a7051d7cbbef7b6889f8e14774020b1653b94c1,77346271,655.676119612046000000
0x550dd35691e684b2ad82af803b02cd481ba52c5a,82140834,655.246057723537000000
0xbbd98aa93942ea47f99e071346f7c17f287ae441,47764849,651.002274628280000000
0x9d9cf0a22584e3afc597c979f7b6b235510934f9,25095227,650.230913684845000000
0xb40e7daa5ff7c09b38f3bc485cc46bc14d635d4d,81369602,644.896376838037000000
0xeb1bec018d292c25c28425227587135189ba7ee9,83844336,644.220050942287000000
0x5bb11e08c24d83d526ea1b6019c320ce30f97d51,77932250,644.173874459239000000
0x87f13c2d3550f32f5eb4c3c3fea371d3c7046f20,84774216,639.897526458520000000
0x4e46cd691b0a159fbe5e2d08a3951a324e2fb4c0,88508729,637.585392649011000000
0x2775fb7e8ac8a3ab06c9bf324c5f2c568d3768df,91917558,626.035237833108000000
0x4a5efa846e7375a40dcd596c7c6dadb28df28ae4,47590987,625.963565532037000000
0xc2a49d4bcd6f1eabdea459977a3e7308e33bb22e,49302497,625.963565532037000000
0xc85aac62debcb68b94a2eca550f650e069bcddd1,87604158,625.963565532037000000
0xdee45f774fa311199c5900e7c99a609e27edcd4e,100259782,625.963565532037000000
0x90c0bf8d71369d21f8addf0da33d21dcb0b1c384,102857282,625.873442485280000000
0xfc4b2a62a06cb2e1c6a743e9ae327bb16977e4c1,101109986,622.300288504555000000
0xf23e1befc889ac30991762ed44fbd8ebf260419b,43506408,612.053077758316000000
0xed504b13a19d5104f6ff316396c792ed5428bd54,92013408,608.299046314760000000
0x10e11e6443904faf15cdb944f3e99c321ccc6199,83525862,607.418719596610000000
0x8bb4ffb2a5a7785b003a639e13544b5e9b196508,62332581,605.178481571141000000
0xed25349bcaceed093763b89551dde12cb1a50a75,81621683,593.641217215773000000
0xa51cc4578939370d3b680f145830b362585964d5,77874419,582.649555334921000000
0x76b20a25373250d1229070d8876c45a675e61d89,99455028,582.645951240315000000
0x0a2c837d4fde49e5f27517a1edf25e13b1ffa2a9,54958522,582.494331732908000000
0x56e25f7082d893f3c2d4f98b81e0a4381bcdd77b,48644557,581.839759757647000000
0x6278f579c3ae0c298aa1c63ff5101ff42bc8f101,87787917,581.747073486419000000
0xa6fa0280fb7f57328372cca92d06ac504c9ff572,56733386,578.777916878476000000
0x7cf7d9ab22d62486d9c79585acd4841817ae68bc,102888389,575.346721869969000000
0xa8470d7e5052f64f87db7e5d40ca660cfe339531,86398178,573.595588435087000000
0xa296838638646f5d411169ef6c308cc745c2c74a,83789711,572.350295067957000000
0xafeddf47589d5c9c58754143c04dc5ccd9820909,85886046,569.496017381151000000
0xa7f73316e620382ddbb7bce83459772ebcd00fa3,84847230,567.296859226891000000
0x1beba25d86fce53c6bdb028d2bf71abdc9b6a9ce,57553084,560.834321245281000000
0x322874863704d6c6927b58a0a8c72a69193ba637,82950685,550.708286503776000000
0x1703e33e3c0b3f8cb0b614d8a623345c4053ceab,89925054,548.494784807489000000
0x56e7d2a9d752bbc63b47215ea3608eb85a5968d7,99395467,544.415124870985000000
0xc30bd79d8a637d301d676480902bddbfe08582f3,99710219,542.919956825740000000
0xf590d85c60fa9aa932877073a93cce542bb247ce,107414253,536.073048904077000000
0xb646e04fa4dbf9f69b5a8dbad9dd7c83e4033654,83829614,533.727283253297000000
0x4ea6415289cf688f8a19381e1a9af213d2510454,100186141,529.488851716503000000
0x1efe89c3c8bd55803e4295960b942a2b9bb91782,86633528,529.142652029892000000
0x0a0ae914771ec0a5851049864ccc27b1baa8cd43,102833665,528.171838987906000000
0xdf501d7d38624d7b069fb7c38348095c64dff767,95673797,528.033651257460000000
0x27861e390d45715fb8c2498cb66800019cf2dbe5,41897278,526.693236228273000000
0x60959ed8307ee2b0d04306f6b319aeee8864f1ee,88594219,524.588607632367000000
0xdba26a609737440456a54c2eeb6feffc4399d986,54918546,520.348078684183000000
0x36e272fa836115837b1dce51fbd8f273f7d839d3,27094476,518.514488334904000000
0xb2fdb7b3773dfe1cc43cd15964acd2dcd210f8b2,46177350,517.940295893362000000
0x7217a656bd5442ad6aa51014e19846f4eaf42fe4,77306720,513.178172862392000000
0xce1f76ea807d282861ef802d06355c9a19bc82f5,43483811,511.622035338804000000
0x9e5f08992e56cdc14e516e40879126175fb7b9b5,46338161,509.653287072914000000
0xba8765802198e5c19f2ba8fe9b0da2b225927aaf,94982866,504.784447130569000000
0xd8b2b7f42873f111348c835563e26865474337db,88400610,503.094788933733000000
0xa3b11d1f06d71eaa9cd3d0142f08e7ace9b474ec,44327159,501.729994433156000000
0x49a5492fdfe5acc966dd5f41310dfdfe8daa349c,103384230,500.771272167122000000
0xb2ed0ed2dbea28b3ff3eee974f862ea17205c5e7,80452801,498.801301054278000000
0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,27782850,497.701721103088000000
0x6b13b36d7f0add9c96f9aebc884374d9e974ba6a,88443432,491.137975378242000000
0x20d3d421e06e43d280e685067e329b780915a757,81415632,486.400281773132000000
0xa66539b1b76d040c1a6632f8bd85d3da1dbfd35e,27814686,485.256842657557000000
0x02491d37984764d39b99e4077649dcd349221a62,80615404,474.204564757986000000
0xbb40888f5c2509eba0dce37dbb02d15f6d26e1fc,79625657,473.594075241347000000
0x829ceb00fc74bd087b1e50d31ec628a90894cd52,77849612,472.354060048400000000
0x2def61ac775df19ae12cf41909795aadb8a334c0,83122645,470.398027368409000000
0x1680c3d528f4814bb3997b8ad4a2f361bd7020e7,95955665,470.340011701518000000
0xabada1b4fb722c50c682fdbd9c6df0de74c061d1,26377687,469.638580702071000000
0xac59f71c383de1ef94802676f72f1bae3d7d3029,37684316,464.023670477728000000
0xfe8d5dea7987d101247243d5bbaf7804a1ff187a,102937214,461.898745245555000000
0x6ca0d65fe5c8700a5cc7a2c3bfe801111a1ded1a,84491456,458.431192060726000000
0x6a11bb3014df9d228037f62510940633215ca1b5,51198205,458.011924915226000000
0x42fd445e08c89e264695e3687d3fd3547c75d6b2,84828558,454.575841925018000000
0x21a0b6fd81ec697e326228df279f9add0d1b021a,78067371,451.544527111261000000
0xe5c4f20d6e299a637a5c172d181c30ca5950b852,101474243,451.117578546327000000
0xcf3ccafeaa0468e39b80b67b6e2b4ea3dcc8bef3,46724170,444.889465865815000000
0x7626f002aabc4bbd96505ff9537db75c82dd07dc,91370094,443.713012092079000000
0x00a67dc242df79dd7f6145ce38840581ae90c110,82565159,438.507205059145000000
0xc258d51d09bbfb9d99365e95d16d197a78469128,85725603,438.334029270929000000
0x604115c5e484fd8adfd79123817e48257c96a925,100796547,434.823170783883000000
0x4530f3959ba3a9cd11020e34f985ca093bf5a54d,50969050,432.403758958822000000
0x9e13e09c176abb6a8fbda9e0272c728d20f188af,49046223,432.103594234880000000
0x28bc398d2fcab74212b766b15e26ebd986b5fffa,52165694,423.073106983809000000
0x9b484838af17ee7f9852b1de53a356fa4e1cdfe9,28013291,414.483973058138000000
0x70192b2f68ad1840dfb5ff051b80f730373e81b8,77878574,409.006210891307000000
0x0339cef12a92ecfb9700d051400abfa6ee585c97,52335542,407.481727278260000000
0xc85e968c6bb78fe5148804438ae9e5abd6895fd2,62078131,406.153515971857000000
0x0d492c9bfd27778ee42270f7e5bbd9b73cf56c49,45820165,405.764836905526000000
0x195b8b9598904b55e9770492bd697529492034a2,82421838,405.610487377845000000
0xeb7989a7c04b70cea2bef6c2160ab7afca2a0d98,83959760,405.587394084200000000
0x3d713067761725e6a237e5a0572aa47348eafe3d,100856241,401.638779764339000000
0xfba9034ed1c0767bfaa5b51768e0c0576f94cfa0,79779821,400.068641410164000000
0x3830f1290da3fdb91a337a1458aa34f60c49ffcc,94789457,399.272648518209000000
0xb5e83ad7b19346587046e4d9c17c28abc2039f21,85137231,399.059461778056000000
0x28c6e0a61925c5f36a095c8772e60d369e5aaca1,108199368,397.884396422509000000
0xd917802e8927969a824ca5fbcdb635fab76ff8ac,78120291,397.676798809263000000
0x56a356c378c5fa08dfd32ee4ca0dce93f328ba37,86133074,397.591860722922000000
0xd08bd681db889b8bf3095cdaa863a05028a7c1e7,89384697,397.564702321442000000
0xfec2de8d9e77214cd219cd03c0e722d82b4de541,78114859,392.704625426846000000
0x97404c966418c0c91d23de5f1c159ed010f76914,83828619,390.037212063215000000
0x7abfce9bf06c6caefdeb03b825c6f28cff55ae90,108458679,386.324779418666000000
0x5dff1e7ade052b382bc3bbf627768808a962c334,84090452,384.821875823356000000
0x28cf3c605216a841b1e3b77aad0c82d760ed7a00,89169595,383.702281993022000000
0xe87a10d5b212d169ccbc9a50cf5e23dd3da27cb6,105963503,380.263484167986000000
0xc9e61985359f49bebe66c6de28b841d6b90badac,51085549,380.232638555996000000
0x47d6f96ba098816389db7c87cbf077de7181b853,84607788,379.298830810324000000
0xb6a49b08f72f3ca662dee27c171658a576ca293b,18757329,376.912339649337000000
0x7b0d3e6a5802b93839c0b0a774a44fb4c789f37b,30318039,376.248254262509000000
0x06a49bad481e9b533f8d7abc1ed2c755b5c95e22,66797810,375.578139319222000000
0x3c90a3d43f3f5f2d876c02ac3032fa72bc067e50,48023272,375.578139319222000000
0x3dd46c99d08d62e0a5abb5f755656eafb0aa4e43,78048201,375.578139319222000000
0x58106b4475ba06994f95e230a68ccc957ee7896b,28653772,375.578139319222000000
0x49991a1e729652c62a328a5a47996f3dfeb3df40,80694486,370.191452873480000000
0xfee0a5607c453f0ea32599ad0388eabd37a9c404,78643201,364.714666333434000000
0xd4cb36e89074608e36cd138ea4bbdc8eff1cafaf,31650016,362.573334953900000000
0xad0bced4330bf3632d3bdc6bba4b9d9d8b238236,21973430,359.671354651260000000
0x7f4570bd5cd4ff76718719a5ac02c033ba432239,51580269,359.078498194728000000
0x26e3ff43b7dc911a752f2e44378516ae575dd4c9,84591340,357.086899345814000000
0x6d4ed8a1599dee2655d51b245f786293e03d58f7,78478424,357.015075529629000000
0x5ce676b01adf27de6b7637b6dee71f01a109a198,77133043,356.076756773854000000
0xf5b15c4649479e6811513a5c5ebbbddf3b108fb2,91516627,354.452843878971000000
0x3c61a6857adb1f4ba6a0155b990bf7a7fa530390,93631864,352.532176831007000000
0xb967058350d81a6904472d2fc8a359f7d76a755a,92553958,351.608224249796000000
0x5e42df062159344da795b26ec5e10851b0208863,88094147,350.545951986559000000
0x282ea59e790f6346a92c68011c3c517b764fc02e,46073482,350.350937622968000000
0xc1c79c6378e5a72895c8ea15fc6dd59ffddc8dee,98049864,350.226424350178000000
0x4d6afe95850212a15ff41038c3d836a81a11cd10,78339095,349.689710602971000000
0xf73f2d2b55c499ab3e85ad0633433969a8745b96,35836972,349.439038374354000000
0x0db56c99b8ad68f35f4b1772a4ffed3fb16204f6,46141043,349.312986146250000000
0x91f33fdd813a86f70c0ce4b3d90e1a00f1d4c63c,35167520,349.227868154257000000
0xd53a92ce35ee4bd1cc54966eec499b0018b408c3,81237732,348.880940076702000000
0x432dcbda06e8b296ca29705572d7cb6315ed8bed,77440603,348.100739059578000000
0x954c8952cfb768617141a2cbeb2b23faaf7b89cf,91005343,347.928593770177000000
0x26a41424bf8285413f499cbc59afabbc0141d534,86217883,347.726323805352000000
0x59985b6660c40a0d6fef4a0ca4c2efacd3ade0ac,38095858,346.244015651146000000
0x4c28b7a52cf9b44b7f775a0660fb09c41694ee7b,88313920,344.201849713028000000
0x8f346221bc7de074e01a91a56dfba2a88db5a524,86014950,342.096271256731000000
0x375a9574078e20b442a281224b503ae960785d9c,95050252,341.370615079499000000
0x3c0cdba6547d1d3f36f9b8ee47809b4b0790ec9e,84933942,340.792353686236000000
0xfd75b173c860c1478c3ff39453a0c72fedce6c81,84662088,339.251540757342000000
0x93c20947353996eb928af059c07546814a7f88c6,80561275,336.406370476072000000
0xa7c6d9668d8b0f4483835479a0c00b13084daac2,77990322,336.291075013443000000
0x39b185fcf2b7eff74cfd2a48be043f5b55c44bdc,82910868,335.338817075502000000
0x4d26f0e78c154f8fda7acf6646246fa135507017,94151748,334.264543994108000000
0x57bf3b0f29e37619623994071c9e12091919675c,77306792,333.974251778709000000
0x79277c435c41e9dcb99d54c4b9c4c78cc2b5c15a,91358085,333.129745676321000000
0x0668fe058aee08633e00469cfab22c5efa58c3f2,77869160,330.654948819814000000
0x483cd981361eb7ddebeb249e8faebe22ad638c6b,82181485,330.302079448240000000
0x15b3392708755a9f7aac3b33b401d7efa3d52f38,46853814,329.673429900289000000
0x8ada3d85342c3d17c768992a56d39aa733b5b38c,95904589,326.329900015767000000
0x50db7efacf9c48ca1da8c1250505f3c0d5f34515,51801249,325.763515192974000000
0x216dd8ac9574c8891cbfa83808e1cdfe6cc61c2e,54241092,324.999324682310000000
0xe7b4d4b35a0f2045c6e77bfdd94b99fb0be961b0,85866382,324.364080553612000000
0x912b37e4ad159882f60de59b27882c5daf3d7e5b,35928281,322.452477221112000000
0x136200e3728ffdc1688e9df19f0b6878422c0fbf,87019309,321.273112721465000000
0x2f10ff6ab2e9af48d28d6ff505296abd680951c3,96614302,319.470352900755000000
0x4f918c5888d57505e32bd4e3046e4bbd4f44c708,83175174,317.726615526062000000
0xf7b18e107eb36797f4ce36de756630b9c30969ad,77607758,317.087751476644000000
0x78d6d4c7adaeaafb0e3ad642012cb1cc49ad18e0,84831364,316.097082291478000000
0x429158359acc2662f60b582e851b51479cfa11e1,87410236,313.669731304199000000
0x160a246f571c42eb55a947e620335b83bbe27473,80763371,312.981782766019000000
0x717f4308208827bc51982df8f8fb28e49cd6d540,84836627,312.981782766019000000
0x93d87d3488b2774dba828a53af99b083587bcedf,54418149,312.981782766019000000
0xb82adf9206ffa17b5be784d94a8ac76606691c56,33877909,312.621098637343000000
0x6b4da860944bc7c32c1cbca0552bf03d95c02e81,25935505,310.831869327013000000
0x40ff919912ad1e571de709a147aa124ae7017fdd,47053538,307.766032040400000000
0xfd5b28aa06947b870f158e21c97fe42e262391d0,88752072,306.739027526519000000
0x05efc12df01a04a1e92d817d4bf5447178cb5f2f,30049394,305.907143700894000000
0xf5967500b53452c7c594eb78ae45de671bd55d0f,82481180,300.961270479432000000
0x4fa2eb2a8ef0dd308d03ff0fb5aab60dc2fa48fb,99171349,299.223249852829000000
0x52c635f0c85f2b40f8206a5afca7ec7091b945b9,84865805,294.924506671745000000
0x272aa3401c119726672b2ae08d1599956afa7b63,87947016,294.435596006555000000
0x53f1dc04587af2f5f36e0d4b49c9ab547804c479,96904197,293.473780407471000000
0xd85a3ebca84eca2f27c8f273aa6d33292b992e9a,43861706,293.085617188093000000
0x2fd5bab60d79951e12074a390147c00a361c43ab,75695465,292.431534396327000000
0x9f124b8892aafda2eb3008a7442d1653ee0b39c2,101865163,292.387430539847000000
0xbcf8c5f6ed6c679e6a5a858f807f0c15535fb16d,79091797,291.463630719606000000
0xa4444cec5450dd48adf8f82ea91eef32733e0324,49105622,290.925356111478000000
0x1b347bbf54af05b5252b3f7e600fa7b00c18038c,91554852,289.998159630367000000
0x255023cf86b6a0c3371dd7d26fe8060a7d67c8d0,83377239,287.943240144737000000
0xa5f69f96d35cfd21f57859935b58d8804e582ff7,38084811,287.943240144737000000
0x1b3e6f7c64c59729ff23d27857c44044627ec82e,81424850,286.361524270993000000
0xae5499976ffd3e58be47bdd51c787a5201d957f4,108091293,285.096062634365000000
0xc61b244fa2b83efe9ef91da7390ca5fc1cbb35b1,84781940,284.112690516321000000
0x4f35b7aa963f5b0bb2a5a65aece060a740b6ae4b,24891579,282.469047489488000000
0xe56446c8ffe73cc9781dc35bce64c9bcbea3373d,100639285,281.368301057012000000
0xc555347d2b369b074be94fe6f7ae9ab43966b884,86739534,281.141236523657000000
0x6d8e8da575f803deec0288aa99b645662b0591f4,82164240,281.094703557157000000
0x2112675175dd1bdc5b52d5e5299ce2070a3ef90a,102353266,280.094353829008000000
0xbdee104f077fc445b066c2378559d801fac58a0f,52754143,279.122375275742000000
0x23f3e6f1e807d193b6dbacabb08f3453e3a52a6d,91125383,278.911953875494000000
0x3c6dfb5d608c4849d289d81d8bfccbd48d86d0a8,88481460,277.130003555220000000
0x5d1132bfc763574145ec0eaa2d6152681e2fc845,31494545,275.825071914323000000
0x5929cc4d10b6a1acc5bf5d221889f10251c628a1,98276343,275.633631614003000000
0xd2c0884ae6950bf8cac1b91eb181449a087f58e1,98212237,274.282097715518000000
0x3d484db8bb7cc371b70f2f9472bda9faf414d39a,53422896,272.556078623074000000
0x9b45fd2c90b72f97d3ab3d015c2a4181d5e32d96,77080598,272.217693763849000000
0x90911bbf405c4e131a4d7475aa8e991f925e0185,94683745,271.950329864947000000
0x9224bbb4e0fbe2f2f8fab55debc41eb21fdfb804,106213494,271.454156026202000000
0xe1f987cb66d8f0da79cb0fe245500200bbfba51e,107105362,271.269804169283000000
0xf088b678310ba27a552cc64ff95126f485522a5f,66270824,270.210785445401000000
0x8fc4faa9dd274dc801ca629234e83183031634ec,99116770,269.342135366303000000
0xce56d6b89aba96c43e8fbf02c3bf34a751952c19,38817777,268.751184706254000000
0xc13aa1d5fa211d04b7dd87ae2f780151d47022cd,85002647,268.124781656264000000
0x59fb62bc94ef3592949898c948c199abc3990ac6,62362326,266.777235909169000000
0x43aa3766c89437b017406f4ded420a8d72e1f5e5,68474595,264.411348478203000000
0x4003966c905e0239f71475f637f56d18c220d3b8,64426621,264.178614155834000000
0x64982baddae961858c1f1a1e48aef31deab66275,68359976,263.354139947235000000
0x4186c746d04cb987b795822d50ba6713851d1d2d,33094622,262.433363427745000000
0xfb737e8e3d9fa74d7e844bbe5860e7fbce11a987,82128385,262.074590257860000000
0x3499604cf488845d9c6d327c7af2c93ba770b3c0,82847484,261.690687726064000000
0xfd6d3dac0e787a8ab01f5ab5f4a1c877790f27af,84561343,259.165833367302000000
0xc4d14953c039221e795e90b51e802c05d5e88e12,82458706,257.949872881338000000
0xc4a7c403d012085e963d18c6229dc1d2d6d6baca,89589036,256.574014287006000000
0x947952c7742e9fec4c3fd9900f1844aea505a085,49117481,256.505061904958000000
0x5b1a102a8f82fd2c1231fca763a7170920f7a7e3,86702777,255.566499190865000000
0x5b4ec638a242f5ea51f27c1dbf1898808d1bc9ea,85253907,254.967713676912000000
0x4f74278c7a62898cd198e2441c436c72554fad81,80736764,254.196679583662000000
0x4d3869e2451d28bb4f03aeda60322eaf01e912db,106496306,253.711058901133000000
0x1d90fc8612389b2eada739bbba12865b18516227,76880143,252.680327193298000000
0xd19f070d33e2583ea7e24a2b496bd9dee38bcf58,86634726,252.018270049417000000
0x99daaf637e697c53afaa67d6ff27e336db925812,91906273,251.669708494910000000
0x688b5c7b549339922c0d2243debe2fe921a1a488,80534356,251.637353343879000000
0x09fa38eba245bb68354b8950fa2fe71f02863393,77963310,250.471600982854000000
0x35a807f9dd68c7b03a992477f85cf5a08ee9a69e,78666364,250.422070211296000000
0xd6715f048b7812f6fcfd04a84cce9f391968e705,107454901,250.396144251877000000
0x789b3a661e6a48d386a3246606fca9a8ffd1a75a,39564565,250.389988722290000000
0x32fc89ea9895bf05e4c5086a7a7a48d622a0caff,52129607,250.385426212815000000
0x36efd9914d30b16575429516bfff0f196062dce9,41559393,250.385426212815000000
0x60662f562f0f06aff461a14526cf3b9344a947d2,90251294,250.385426212815000000
0x77f228ac7d85bbef757a590872d43495b25d00b4,83117457,250.385426212815000000
0xe810e951e0c8e2a2f78f8452584063a8654606a1,86022214,250.385426212815000000
0x539ee70082ee32ce1cfc3cb69e004d8d06fca2b4,96336335,249.956814497170000000
0x8d9ea09c1087c75faa39151557de6a30c2a49e7e,105297907,249.007241272224000000
0xeda18bbf6d77a93ba70fee0d2f317bdd23032770,89494508,248.170558371275000000
0x8e6bf84c3fdd45e60bed8ae233df200f389abe0c,78387769,247.337836696810000000
0x01e0b9117308a04ac343245a37ab27b9a6545650,96504391,246.408134089958000000
0x4036cfaba5f50ec243e00115a9cb44d75ccc0ec0,85916425,245.164162123106000000
0xf422f95011045f1081f55baae030940802de6c2f,86865018,243.899913837078000000
0xc43d29b87d2ec92e70de1ce30fcfdf58829e47d8,78769608,242.832172947948000000
0x5af9c58d53e462ca570191c5983dd44bca3a3092,46551027,242.335033772045000000
0x43491a9280d3acafc57622beb745921202c54ab6,36671834,242.311098449961000000
0x8f654bbbb635e5601e237317027dca4f814cc198,42493951,240.876352637540000000
0x953f55eacd3f8c6c9cff2bd95ef57aa2bcb970ed,81107052,240.119623738090000000
0xe6a3b16e73bd666a699e9c4df286bff35b3e62b4,44933368,240.047507851452000000
0x3afc8d62ff8ef01db6f6488373ce0b83e5ee9aa4,78777150,239.651724192263000000
0xe6dbc0ecc6351f6f5e51b3b7320b041ff433dd4a,43014613,239.054669373179000000
0x8b383f41e9200e65d711909ed4a9f3a6ec85df0b,91696781,239.052675153434000000
0x5a4cccda8f782cd5b48f5a9edc32f6d282aca6d1,83464381,237.769756513082000000
0x1c9674667d8468204452c52d610a0883e97c22ad,90393990,237.749387538346000000
0xb19eb98df97ed9270001014f76764a7cfbb167f3,39501155,235.848139979867000000
0xa8c49995efdcad8764e5e6ae1d56c4038cc00568,82392610,235.263398396692000000
0xc3dd0b4d4e17acc7c51eab7bcfecae6b28f37ec1,98779243,234.351258843706000000
0xf60bb1eb5647dbd8c5fe6c2bf31132bc61c309b8,86007322,233.883693685011000000
0x99227152ed70a61211507af224c478d3c50eaed1,85274684,233.484409943450000000
0xe06195cfb4cdcebf6997711952266105ccc99462,47732686,232.480057993154000000
0x77b691dec38da63b60b4adb4c153a17c18e29ce7,80850062,232.329005259438000000
0x203e4da599026388f421507db10b668c0b4da6ba,59345837,232.191795545239000000
0x877c0dc8913bf1b4464169f950c2be477a12dc3d,37042817,231.220943193881000000
0x8876b959a0b4393006449f29a2759b86bc5643c7,85916757,230.879421030065000000
0xdc120a50c99a748300434fd6b590c8a26e486540,77306983,228.047608999740000000
0xd6b97e042d03edbdc100eb55fbe43eb75f2e3036,47535990,224.847002831555000000
0x2187d1c03c8d9aa8d9416c6ce8d76df94ed160be,83674752,224.773087183312000000
0x3159bfbb1f89b363c24ead3aa5aaafe400269e69,52182414,224.764526103320000000
0xe9a788dacd3de5cf4bee7ec2fb3cd36110825464,68439415,223.179554597311000000
0x603a2531b6bab9666c77042b1da1639c9c5d1c33,82820571,223.174794236343000000
0x99e8845841bde89e148663a6420a98c47e15ebce,98685965,222.795447299304000000
0x3ee89c93c1beb2bddb5fe6de5026cdf5dd1a369a,89282067,222.234692102499000000
0x9cbf432592a670193d23f8dd0f4d056d4531683f,20423279,218.234177861448000000
0x3471c23e302cb6538921ec5655a0708781f9baae,43964752,217.585129469789000000
0x5df89e500d14fbdc01ca39af9e76e76bc46c7a09,95911580,217.479022076091000000
0xd6fd705ee0b31a9300d3e2154bcce777270cbb6f,79345410,216.940789173741000000
0xc0eb757415ca14b43b47cbb0b7475306a5188684,78462829,216.583516368127000000
0x01f55b5372ecaf891d1af44f9197361362e9e2f8,83017882,216.247575255233000000
0x536a465f96bd5ed7b75076b43206d0287d2d6e84,81864714,215.824304538800000000
0xcfae084c26582c38c2e9bfb92da7d54f842a7a5f,45169118,215.473104433433000000
0x4ba5553e964df6658776975aa9760c372c6aa285,28767521,215.111832130593000000
0x3e258aae11d7ea394b2eb1176ccd54d9eb83861b,85131397,214.475397309711000000
0x3794a52e13e24fdd9ec69d2358c09960db685919,79606991,213.952279236986000000
0x452bc1d9f91d35954e7e14d8527f7a5a9b26c0b3,46708652,213.561326125573000000
0xf1b9686626d78df34ec873fbb3b3ad052280505b,31228152,213.336634756283000000
0xb81d739df194fa589e244c7ff5a15e5c04978d0d,55836362,212.933572055430000000
0x42ad84090c46469701380bec4bb01ab2545a0ce4,52424151,210.284938881398000000
0x9e2b95cf797dea3ddc59f8d17f36f70a84d7bd72,80559345,208.493081453786000000
0x8393cfedeae293797dc76c3efac027f026342786,96839878,207.964154986221000000
0x7cf1cc99599a7efdfdc31deb1e7d1ffc2504ff84,99626485,207.610872328029000000
0xbee2d469aacb46251ae33cca91f482e26c971dff,101351832,206.753279905492000000
0xddec2683d394d51c2afdf3c9f93fea6db9a6547a,52263680,205.942013060040000000
0x2d0ac7340daa19c3cada3a681ec56183d99ab29f,77874422,205.640950831727000000
0x4a47096e0ddd4eed05ef00f0f081bc7700c6dd75,93595771,204.882125176813000000
0x98771bba24d57af722b4b43f55e002df4f7d29b2,96340321,204.663866242678000000
0xf1c925cd1e1c9771ab47d0d962343ada1a3f730e,40979025,203.136603668102000000
0xa22fae0feab7ea11337391d02d4ee41ff459581d,38170771,202.642857584231000000
